Screenshot Filename,Timestamp,SHA-256 Hash
screenshot_20250801_130303.png,2025-08-01 13:03:03,ded8dbb74cddc6f3064432388d060d3cb4615eb6114bf55cd7e066e30cf619b2
screenshot_20250801_130405.png,2025-08-01 13:04:05,53ee0f9fd64017060881f931800c20f001c573efb9d4e3b7c6e372390e5e0f13
